[2025-05-27 18:39:08] [INFO    ] discord.client: logging in using static token
[2025-05-27 18:42:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 12, 'op': 0, 'd': {'user_id': '284879304582627329', 'timestamp': 1748392951, 'member': {'user': {'username': '.l._.u', 'public_flags': 0, 'primary_guild': None, 'id': '284879304582627329', 'global_name': 'mcdonalds apple pie', 'display_name': 'mcdonalds apple pie', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'd847098944f781d84500c79b11976b82'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': 'Soda Juice', 'mute': False, 'joined_at': '2020-09-18T02:25:25.100000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '809995183562555433', 'guild_id': '756340071040417884'}}
[2025-05-27 18:42:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-27 18:42:31] [DEBUG   ] discord.client: Dispatching event typing
[2025-05-27 18:42:31] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-05-27 18:42:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 13, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-28T00:42:32.984000+00:00', 'pinned': False, 'nonce': '1377084594095915008', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': 'Soda Juice', 'mute': False, 'joined_at': '2020-09-18T02:25:25.100000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1377084597271134289', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '`ppl lauren german', 'components': [], 'channel_type': 0, 'channel_id': '809995183562555433', 'author': {'username': '.l._.u', 'public_flags': 0, 'primary_guild': None, 'id': '284879304582627329', 'global_name': 'mcdonalds apple pie', 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'd847098944f781d84500c79b11976b82'}, 'attachments': [], 'guild_id': '756340071040417884'}}
[2025-05-27 18:42:32] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-27 18:42:32] [DEBUG   ] discord.client: Dispatching event message
[2025-05-27 18:42:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 14, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-05-28T00:42:33.776000+00:00', 'pinned': False, 'nonce': '12488946455585874538', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1375234133051179142'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-05-22T22:09:28.053000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1377084600593154169', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Lauren German, Lauren Berman, Laurel Bergman', 'components': [], 'channel_type': 0, 'channel_id': '809995183562555433', 'author': {'username': 'Secretary Kim 2.0', 'public_flags': 0, 'primary_guild': None, 'id': '1375222840340774994', 'global_name': None, 'discriminator': '3142', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '203937427685ca37c5fb981f7fd96ff5'}, 'attachments': [], 'guild_id': '756340071040417884'}}
[2025-05-27 18:42:33] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-05-27 18:42:33] [DEBUG   ] discord.client: Dispatching event message
[2025-05-27 18:42:33] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/809995183562555433/messages with {"content":"Lauren German, Lauren Berman, Laurel Bergman","components":[],"nonce":"12488946455585874538","enforce_nonce":true,"tts":false} has returned 200
[2025-05-27 18:42:33] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/809995183562555433/messages has received {'type': 0, 'content': 'Lauren German, Lauren Berman, Laurel Bergman', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-05-28T00:42:33.776000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1377084600593154169', 'channel_id': '809995183562555433', 'author': {'id': '1375222840340774994', 'username': 'Secretary Kim 2.0', 'avatar': '203937427685ca37c5fb981f7fd96ff5', 'discriminator': '3142', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '12488946455585874538'}
[2025-05-27 18:42:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-05-27 18:42:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-27 18:43:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-05-27 18:43:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-27 18:43:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-05-27 18:43:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-27 18:44:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-05-27 18:44:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-27 18:45:20] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-05-27 18:45:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-27 18:46:02] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-05-27 18:46:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-05-27 18:46:43] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-05-27 18:46:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
